source,target,weight
tegmentum,neostriatum mediorostrale/ hyperstriatum,7
tegmentum,neostriatum dorsale,7
tegmentum,archistriatum intermedium pars ventralis,7
lemniscus lateralis,neostriatum dorsocaudale,7
lemniscus lateralis,neostriatum mediorostrale/ hyperstriatum,7
lemniscus lateralis,neostriatum dorsocaudale,7
medulla oblongata,Mesopallium  intermediomediale,7
medulla oblongata,Arcopallium dorsale,7
nucleus geniculatus lateralis,Arcopallium dorsale,7
nucleus geniculatus lateralis pars dorsalis principalis,nucleus intracollicularis,7
isthmus,nucleus preopticus medialis,7
Hippocampus,nucleus intercollicularis pars dorsomedialis,7
Hippocampus,nucleus intercollicularis pars dorsomedialis,7
Hippocampus,nucleus intercollicularis pars dorsomedialis,7
tegmentum,nucleus intercollicularis pars dorsomedialis,7
mesencephalon,nucleus intercollicularis pars dorsomedialis,7
pons,nucleus intercollicularis pars dorsomedialis,7
nucleus raphes,nucleus intercollicularis pars dorsomedialis,7
neostriatum mediorostrale/ hyperstriatum,nucleus intercollicularis pars dorsomedialis,7
nucleus intracollicularis,nucleus ventromedialis hypothalami,7
hypothalamus,Ep2,7
Nidopallium intermedium,Area temporo-parieto-occipitalis,7
telencephalon,Nidopallium frontale  pars lateralis,7
nidopallium,neostriatum intermedium pars laterale,7
Mesopallium,Arcopallium intermedium,7
medulla oblongata,Nidopallium caudolaterale,7
nucleus centralis medullae oblongatae,Nidopallium frontale  pars lateralis,7
nucleus centralis medullae oblongatae,neostriatum intermedium pars laterale,7
septum,Area temporo-parieto-occipitalis,7
lemniscus lateralis,Arcopallium intermedium,7
Nucleus basorostralis pallii,Ep2,7
Nucleus basorostralis pallii,ectostriatum pars centralis,7
Nucleus basorostralis pallii,ectostriatum pars centralis,7
tectum,neostriatum dorsocaudale,7
septum,ectostriatum pars peripherialis,7
nidopallium,auditory part of nucleus basalis,7
nidopallium,nucleus dorsomedialis anterior thalami,7
nuclei preoptici,Striatum laterale,7
hypothalamus,Tuberculum olfactorium,7
hypothalamus,Nucleus striae terminalis lateralis,7
mesencephalon,Mesopallium  intermediomediale,7
hypothalamus,Nucleus septalis lateralis,7
hypothalamus,Nucleus septalis medialis,7
hypothalamus,nucleus commissurae pallii,7
hypothalamus,Wulst,7
dorsal thalamus,Mesopallium,7
Precommissural nucleus,Periaqueductal gray ventrolateral division,5
formatio reticularis mesencephali,Hyperpallium apicale,7
formatio reticularis mesencephali,Hyperpallium intercalatum,7
mesencephalon,neostriatum mediodorsale,7
hypothalamus,lateral to field L,7
ventral striatum,Arcopallium mediale,7
isthmus,neostriatum dorsolaterale,7
tegmentum,Arcopallium dorsale,7
nucleus dorsolateralis anterior thalami,archistriatum intermedium pars ventralis,7
hippocampus pars dorsomediale,Nucleus posterioris  amygdalopallii,7
Hippocampus,Area corticoidea dorsolateralis,7
Hippocampus,Area parahippocampalis,7
hippocampus pars dorsomediale,Nucleus taeniae  amygdalae,7
nuclei preoptici,nucleus preopticus anterior,7
hypothalamus,nucleus preopticus medialis,7
diencephalon,nucleus preopticus periventricularis,7
nucleus radix optici basalis,nucleus anterior medialis hypothalami,7
isthmus,Substantia nigra  pars compacta,7
nucleus radix optici basalis,nucleus periventricularis hypothalami,7
nucleus radix optici basalis,nucleus ventromedialis hypothalami,7
ventr,nucleus dorsomedialis hypothalami,7
medulla oblongata,nucleus inferior hypothalami,7
dorsal thalamus,area dorsalis hypothalami,7
dorsal column and external cuneate nuclei,nucleus suprachiasmaticus,7
dorsal column and external cuneate nuclei,nucleus premammillaris,7
medulla oblongata,nucleus mamillaris medialis,7
nucleus olivarius inferior,nucleus mamillaris lateralis,7
nucleus reticularis superior,hypothalamus pars lateralis,7
tegmentum,Substantia nigra  pars compacta,7
dorsal striatum,Arcopallium,7
dorsal thalamus,nucleus periventricularis magnocellularis,7
hypothalamus,nucleus dorsomedialis anterior thalami,7
hypothalamus,nucleus dorsomedialis posterior thalami,7
ventral thalamus,nucleus dorsolateralis posterior thalami,7
habenula,nucleus dorsolateralis anterior thalami pars lateralis,7
Precommissural nucleus,Periaqueductal gray ventrolateral division,5
habenula,nucleus dorsointermedius posterior,7
nidopallium,nucleus ovoidalis,7
dorsal thalamus,nucleus paramedianus internus thalami,7
Nidopallium caudale,substantia grisea centralis,7
Mesopallium,Stratum Griseum Periventriculare,7
nucleus raphes,nucleus intracollicularis,7
nucleus raphes,Area ventralis tegmenti,7
nucleus dorsolateralis posterior thalami,Substantia nigra  pars compacta,7
medulla oblongata,area pretectalis,7
dorsal thalamus,locus coeruleus,7
retina,formatio reticularis mesencephali pars lateralis,7
limbic pallium,formatio reticularis mesencephali pars medialis,7
pons,torus semicircularis,7
pons,nucleus mesencephalicus lateralis pars dorsalis,7
isthmus,Substantia nigra  pars compacta,7
lateral paragigantocellular nucleus,cochlear nuclear complex,1
accessory basal nucleus (amygdala),intermediate entorhinal cortex,2
area 20,anterior cingulate area 24,2
area 21,area 7b,2
area 21,intraparietal part of area 7,2
area 22,area 4,2
area 22,area 6,2
area 22,area 7b,2
accessory basal nucleus (amygdala),amygdalohippocampal area,2
area 22,area 7m,2
area 22,nucleus caudatus; body  intermediate  ventral,2
area 22,nucleus caudatus; body  lateral  ventral,2
area 22,nucleus caudatus; body  medial  dorsal,2
area 22,nucleus caudatus; body  medial  ventral,2
accessory basal nucleus (amygdala),ca1 subfield of ammon`s horn,2
accessory basal nucleus (amygdala),ca3 subfield of ammons horn,2
area 22,nucleus caudatus; genu  intermediate  central,2
lateral paragigantocellular nucleus,intermediate reticular zone,1
area 22,nucleus caudatus; genu  intermediate  ventral,2
area 22,nucleus caudatus; genu  medial  ventral,2
area 22,nucleus caudatus; head  intermediate  central,2
area 22,nucleus caudatus; head  intermediate  ventral,2
area 22,nucleus caudatus; head  lateral  central,2
area 22,nucleus caudatus; head  lateral  ventral,2
area 22,nucleus caudatus; head  medial  central,2
Id/g,entorhinal cortex,2
area 22,nucleus caudatus; head  medial  dorsal,2
ventral anterior nucleus of thalamus,reticular nucleus of thalamus,2
accessory basal nucleus (amygdala),ca4 subfield of ammons horn,2
accessory basal nucleus (amygdala),perirhinal cortex,2
area 22,nucleus caudatus; head  medial  ventral,2
accessory basal nucleus (amygdala),perirhinal cortex,2
46vr,AIP,2
MST,reticular nucleus of thalamus,2
inferior nucleus of pulvinar  medial division,reticular nucleus of thalamus,2
area 22,nucleus caudatus; tail  intermediate  central,2
area 22,nucleus caudatus; tail  intermediate  dorsal,2
5,claustrum,2
claustrum,entorhinal cortex,2
area 22,nucleus caudatus; tail  intermediate  ventral,2
cortical areas 1 & 2,ventral posterior lateral nucleus of thalamus,2
cortical areas 1 & 2,pontine gray,2
FST,reticular nucleus of thalamus,2
area 22,nucleus caudatus; tail  lateral  central,2
area 22,nucleus caudatus; tail  medial  central,2
accessory basal nucleus (amygdala),prosubiculum,2
accessory basal nucleus (amygdala),proisocortex,2
area 22,nucleus caudatus; tail  medial  dorsal,2
lateral paragigantocellular nucleus,kolliker-fuse nucleus,1
area 22,nucleus caudatus; tail  medial  ventral,2
area 22,putamen; rostral  intermediate  ventral,2
area 22,putamen; rostral  medial  ventral,2
area 23,area 7m,2
accessory basal nucleus (amygdala),subiculum,2
accessory basal nucleus (amygdala),ca2 subfield of ammons horn,2
anterior cingulate area 24,area 7m,2
median raphe nucleus,medial septal nucleus,2
area 7,upper bank of the intraparietal sulcus,2
anterior cingulate area 24,nucleus caudatus; tail,2
5,dorsal horn,2
anterior cingulate area 24,area 23a,2
anterior cingulate area 24,area 23b,2
anterior cingulate area 24,area 23c,2
area 7,caudal part of the cingulate sulcus,2
area 7,caudal and medial superior parietal lobule,2
area 2,agranular frontal area 1 (= primary motor area),2
area 7,superior parietal lobule,2
area 7,rostral parietal operculum,2
cortical area 4,reticular nucleus of thalamus,2
area 7,parietal area pg  medial part,2
secondary visual cortex,inferior nucleus of pulvinar  lateral division,2
24,claustrum,2
cortical area 3a,dorsal horn,2
area 35,nucleus caudatus; head  lateral  dorsal,2
area 35,nucleus caudatus; tail  medial  ventral,2
area 35,putamen; rostral  medial  ventral,2
Presubiculum,CA1,5
10,retrosplenial cortex,2
46,23,2
7a,23,2
46,entorhinal cortex,2
V4,7a,2
25,entorhinal cortex,2
7m,7a,2
area 7,caudal parietal operculum,2
7a,V4,2
AIP,7a,2
14,25,2
11,13,2
Retrosplenial cortex Area 30,Medial Entorhinal Area,5
ventral lateral nucleus of thalamus,cortical area 4,2
area 4,sma - rostral part,2
medial basal nucleus of the amygdala,ca1 subfield of ammon`s horn,2
TF/TH,24,2
medial basal nucleus of the amygdala,ca3 subfield of ammons horn,2
medial basal nucleus of the amygdala,ca4 subfield of ammons horn,2
medial basal nucleus of the amygdala,perirhinal cortex,2
medial basal nucleus of the amygdala,prosubiculum,2
area 7,caudal inferior parietal lobule,2
medial basal nucleus of the amygdala,ca2 subfield of ammons horn,2
parasubiculum,agranular frontal area 5 (= rostral ventrolateral premotor area),2
mediodorsal nucleus of thalamus,12,2
area 7,lower bank of the intraparietal sulcus,2
lateral paragigantocellular nucleus,medial lemniscus,1
area 7,area 10,2
area 7,area 6,2
area 7,area 8,2
area 7,area 9,2
area 7,nucleus centralis superior lateralis thalami,2
area 7,nucleus caudatus; body  intermediate  central,2
area 7,nucleus caudatus; body  intermediate  dorsal,2
area 7,laterodorsal nucleus (thalamus),2
14,mediodorsal nucleus of thalamus,2
area 7,nucleus lateralis posterior thalami,2
CA3,Subiculum,5
9,reticular nucleus of thalamus,2
area 7,ventral lateral nucleus (thalamus),2
area 7,nucleus caudatus; body  lateral  central,2
area 7,nucleus caudatus; body  lateral  dorsal,2
area 7,nucleus ventralis lateralis thalami  pars postrema,2
area 7,nucleus caudatus; body  medial  central,2
area 8,nucleus caudatus; head  medial  central,2
primary visual cortex,V4,2
area 7,nucleus caudatus; body  medial  dorsal,2
primary visual cortex,MT,2
area 7,nucleus caudatus; genu  intermediate  central,2
area 8,claustrum,2
area 8,nucleus centralis superior,2
area 8,area pretectalis,2
accessory basal nucleus,nucleus medialis dorsalis thalami  pars magnocellularis,2
accessory basal nucleus,nucleus medialis dorsalis thalami  pars magnocellularis,2
area 8,putamen; middle  lateral  ventral,2
MST,FST,2
area 8,putamen; middle  medial  dorsal,2
area 8,nucleus medialis dorsalis thalami,2
area 8,nucleus medialis dorsalis thalami  pars multiformis,2
area 8,nucleus paracentralis thalami,2
area 7,anterior cingulate area 24,2
area 8,nucleus parafascicularis thalami,2
area 8,nucleus ventralis anterior thalami  pars magnocellularis,2
area 8,nucleus ventralis lateralis thalami  pars oralis,2
area 7,area 6,2
area 7,area 8,2
V4,12L,2
area 19,nucleus caudatus; body  intermediate  dorsal,2
area 19,nucleus caudatus; body  lateral  dorsal,2
area 19,nucleus caudatus; body  medial  dorsal,2
area 19,nucleus caudatus; genu  intermediate  dorsal,2
area 19,nucleus caudatus; genu  lateral  dorsal,2
area 19,nucleus caudatus; genu  medial  central,2
area 7,supplementary motor area,2
area 19,nucleus caudatus; genu  medial  dorsal,2
area 19,nucleus caudatus; genu  medial  ventral,2
area 19,nucleus caudatus; head  intermediate  dorsal,2
area 19,nucleus caudatus; head  lateral  dorsal,2
area 19,putamen; caudal  medial  dorsal,2
reticular nucleus of thalamus,ventral posterior lateral nucleus of thalamus,2
Retrosplenial cortex Area 29ab unspecified,CA1,5
nucleus pulvinaris inferior thalami  pars centromedialis,visual area 2,2
nucleus pulvinaris inferior thalami  pars centromedialis,visual area 4,2
V4,inferior nucleus of pulvinar  medial division,2
area 7,temporoparietal cortex,2
Precommissural nucleus,Infralimbic area,5
Presubiculum,Cingulate,5
Barrington nucleus,Precommissural nucleus,5
area 20,anterior cingulate area 24,2
area 20,anterior cingulate area 24,2
nucleus pulvinaris lateralis thalami pars ventrolateralis,visual area 4,2
area 20,anterior cingulate area 24,2
area 20,intraparietal part of area 7,2
area 20,anterior cingulate area 24,2
area 20,area 23b,2
cornu ammonis,24,2
24,cornu ammonis,2
cortical area 3b,claustrum,2
V4,secondary visual cortex,2
ventral anterior nucleus of thalamus,6V,2
MT,V3,2
V3,primary visual cortex,2
6V,ventral anterior nucleus of thalamus,2
23,24,2
24,anterodorsal nucleus of thalamus,2
anterodorsal nucleus of thalamus,24,2
reticular nucleus of thalamus,anterodorsal nucleus of thalamus,2
second somatosensory area of cerebral cortex,Id/g,2
second somatosensory area of cerebral cortex,AIP,2
pallium,habenula,7
hvc,area x,Taeniopygia guttata
Superior central nucleus raphe,Lateral septal nucleus rostral (rostroventral) part,5
mediodorsal nucleus of thalamus,12L,2
12L,mediodorsal nucleus of thalamus,2
Postrhinal cortex,Cingulate,5
Interpeduncular nucleus central subnucleus,Nucleus incertus diffuse part,5
Presubiculum,Retrosplenial cortex Area 29c,5
second somatosensory area of cerebral cortex,46vr,2
Lateral Entorhinal Area,Medial Entorhinal Area,5
inferior nucleus of pulvinar  lateral division,reticular nucleus of thalamus,2
Subiculum,Lateral Entorhinal Area,5
PIT,V4,2
Anterior cingulate area,Reticular nucleus of the thalamus,5
Anterior cingulate area,Hippocampal formation,5
Anterior cingulate area,Claustrum,5
Anterior cingulate area dorsal part,Precommissural nucleus,5
V4,primary visual cortex,2
MT,primary visual cortex,2
Perirhinal cortex Area 35,Lateral Entorhinal Area,5
Dentate gyrus,CA3,5
Prelimbic area,Gustatory areas,5
Ventral posterior complex of the thalamus,Reticular nucleus of the thalamus,5
Ventral posterior complex of the thalamus,Superior colliculus,5
Ventral posterior,Middle temporal,2
Ventral posterior complex of the thalamus,Spinal nucleus of the trigeminal caudal part,5
Ventral posterior complex of the thalamus,Dorsal column nuclei,5
Ventral posterior complex of the thalamus,Inferior colliculus,5
CA3,CA1,5
Ventral posterior complex of the thalamus,Substantia nigra,5
Ventral posterior complex of the thalamus,Periaqueductal gray,5
Ventral posterior complex of the thalamus,Locus coeruleus,5
Ventral posterior complex of the thalamus,Mesencephalic reticular nucleus,5
Ventral posterior complex of the thalamus,Red nucleus,5
Lateral hypothalamic area,Lateral hypothalamic area,5
Lateral hypothalamic area,Lateral hypothalamic area,5
Lateral hypothalamic area,Bed nuclei of the stria terminalis,5
Lateral hypothalamic area,Bed nuclei of the stria terminalis,5
Lateral hypothalamic area,Bed nuclei of the stria terminalis,5
Lateral hypothalamic area,Bed nuclei of the stria terminalis,5
Lateral hypothalamic area,Bed nuclei of the stria terminalis posterior division interfascicular nucleus,5
Lateral hypothalamic area,Bed nuclei of the stria terminalis posterior division transverse nucleus,5
Lateral hypothalamic area,Caudoputamen,5
Lateral hypothalamic area,Nucleus accumbens,5
Lateral hypothalamic area,Nucleus accumbens,5
Lateral hypothalamic area,Nucleus accumbens,5
Lateral hypothalamic area,Bed nuclei of the stria terminalis  anterior division  subcommisural zone,5
Lateral hypothalamic area,Bed nuclei of the stria terminalis  anterior division  subcommisural zone,5
Lateral hypothalamic area,Paraventricular nucleus of the hypothalamus,5
Lateral hypothalamic area,Paraventricular nucleus of the hypothalamus,5
Lateral hypothalamic area,Paraventricular nucleus of the hypothalamus,5
Lateral hypothalamic area,Paraventricular nucleus of the hypothalamus,5
Lateral hypothalamic area,Paraventricular nucleus of the hypothalamus  descending division  medial parvicellular part  ventral zone,5
Lateral hypothalamic area,Central nucleus of amygdala,5
Lateral hypothalamic area,Paraventricular nucleus of the hypothalamus  descending division  dorsal parvicellular part,5
Lateral hypothalamic area,Paraventricular nucleus of the hypothalamus  descending division  lateral parvicellular part,5
Lateral hypothalamic area,Paraventricular nucleus of the hypothalamus  parvicellular division  periventricular part,5
Lateral hypothalamic area,Paraventricular nucleus of the hypothalamus  parvicellular division  anterior parvicellular part,5
Lateral hypothalamic area,Paraventricular nucleus of the hypothalamus  parvicellular division  medial parvicellular part  dorsal zone,5
Lateral hypothalamic area,Anterior amygdaloid area,5
Lateral hypothalamic area,Central nucleus of amygdala,5
Lateral hypothalamic area,Central nucleus of amygdala,5
Lateral hypothalamic area,Central nucleus of amygdala capsular part,5
Lateral hypothalamic area,Medial nucleus of the amygdala,5
Lateral hypothalamic area,Medial nucleus of the amygdala,5
Lateral hypothalamic area,Medial nucleus of the amygdala,5
Lateral hypothalamic area,Dorsomedial nucleus of the hypothalamus,5
Lateral hypothalamic area,Dorsomedial nucleus of the hypothalamus,5
Anterior hypothalamic nucleus anterior part,Precommissural nucleus,5
